rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
338,The Citadel,The Citadel,-7.82649180712376,-8.36723794567767,-16.1937297528014,-43.5836887826211,31.8026663701813,326,339,65.3699118,351,338,86,343,0.291666666666667,0.875,-0.583333333333333,7,21,6,18,#B0CEE8,#A2C5E4,#A3C6E4,#6592BF,#F5C29A,The Citadel plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,The Citadel plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
339,North Florida,North Florida,-0.901503271816506,-15.4405408635934,-16.3420441354099,-9.58145046016564,-2.39472429416459,188,365,71.2895463,42,339,205,334,0.12,0.96,-0.84,3,24,4,21,#F6F9FC,#5395CD,#A2C5E4,#D5E8DA,#EBE5BC,North Florida performs at a similar level against both good and bad teams.,North Florida performs at a similar level regardless of the pace of the game.
340,North Alabama,North Alabama,-7.00684988042798,-9.57510245060874,-16.5819523310367,60.34640391993,-24.289594476612,311,347,66.888092,296,340,284,293,0.347826086956522,0.652173913043478,-0.304347826086957,8,15,6,17,#B9D3EA,#94BDE0,#A0C4E3,#B5234E,#C8D3BF,North Alabama plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,North Alabama performs at a similar level regardless of the pace of the game.
341,Stonehill,Stonehill,-14.2153967991835,-2.37305940570998,-16.5884562048934,49.447990131336,19.1409876543436,360,226,66.6700161,304,341,290,339,0.208333333333333,0.75,-0.541666666666667,5,18,7,18,#71A7D5,#E4EEF7,#A0C4E3,#D74661,#F2D0A7,Stonehill plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Stonehill performs at a similar level regardless of the pace of the game.
342,Maryland-Eastern Shore,Maryland-Eastern Shore,-12.1323769871624,-4.50018687979849,-16.6325638669609,3.47074877453256,5.14514732477772,353,271,65.1713111,355,342,28,350,0.32,0.68,-0.36,8,17,6,19,#85B4DC,#CDE0F0,#A0C4E3,#FFF1D6,#F0E1B6,Maryland-Eastern Shore performs at a similar level against both good and bad teams.,Maryland-Eastern Shore performs at a similar level regardless of the pace of the game.
343,Southern Indiana,Southern Indiana,-13.3814714144915,-3.29434656767208,-16.6758179821636,0.00855981593231538,28.1677495634111,358,251,69.58622605,138,343,320,335,0.291666666666667,0.5,-0.208333333333333,7,12,3,21,#79ACD8,#DAE8F4,#A0C4E3,#FFFEDF,#F4C69E,Southern Indiana performs at a similar level against both good and bad teams.,Southern Indiana plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
344,IU Indy,IU Indy,-5.52770000764307,-11.1682298478156,-16.6959298554586,99.009900990099,16.3769875268971,286,357,74.143935,3,344,242,344,0.269230769230769,0.807692307692308,-0.538461538461539,7,21,5,21,#C7DCEF,#83B2DB,#A0C4E3,#93003A,#F2D4AA,IU Indy plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,IU Indy performs at a similar level regardless of the pace of the game.
345,Canisius,Canisius,-11.4566753462997,-5.74025456800873,-17.1969299143085,-51.2779200710467,7.83456969674302,348,300,65.83547195,332,345,105,348,0.307692307692308,0.923076923076923,-0.615384615384615,8,24,7,19,#8CB8DD,#BFD7EC,#9DC2E2,#517DB7,#F0DDB3,Canisius plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Canisius performs at a similar level regardless of the pace of the game.
346,UTSA,UTSA,-7.08168383425548,-10.2360056173281,-17.3176894515836,14.1341607573097,-13.8455119889168,312,351,69.79112855,122,346,338,321,0.347826086956522,0.826086956521739,-0.478260869565217,8,19,3,20,#B8D3EA,#8DB8DE,#9CC2E2,#FFC9B8,#D8DBBD,UTSA performs at a similar level against both good and bad teams.,UTSA performs at a similar level regardless of the pace of the game.
347,Morgan State,Morgan State 🔥,-8.92035306068126,-8.72081686443172,-17.641169925113,-38.7854854535583,99.009900990099,338,344,71.76158085,28,347,37,357,0.0952380952380952,0.571428571428571,-0.476190476190476,2,12,7,14,#A5C7E5,#9EC3E3,#9AC1E2,#719FC4,#FE926E,Morgan State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Morgan State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
348,Alcorn State,Alcorn State,-8.61608707077983,-9.49257681949783,-18.1086638902777,-46.669160304328,-15.5219846787378,333,346,68.960508995,172,348,116,355,0.24,1,-0.76,6,25,6,19,#A8C9E6,#95BDE0,#98BFE1,#5E8ABC,#D6DABE,Alcorn State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Alcorn State performs at a similar level regardless of the pace of the game.
349,Maine,Maine,-15.5910983105688,-3.05248793595492,-18.6435862465237,67.977868289593,-52.7820612266025,363,243,66.47777795,314,349,292,353,0.230769230769231,0.730769230769231,-0.5,6,19,5,21,#639ED2,#DDEAF5,#95BDE0,#9E0B40,#9ABBC3,Maine plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Maine plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
350,Oral Roberts,Oral Roberts 🥶,-10.8490111570513,-8.3351969662366,-19.1842081232879,59.2730505494952,12.0444221349852,347,338,69.0581548,166,350,307,323,0.208333333333333,0.708333333333333,-0.5,5,17,3,21,#92BCDF,#A2C5E4,#92BBDF,#B92750,#F1D9AF,Oral Roberts plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Oral Roberts performs at a similar level regardless of the pace of the game.
351,Chicago State,Chicago State,-9.24658878684669,-10.2405812405425,-19.4871700273892,36.8871747312916,-24.6608094055708,341,352,67.91375545,241,351,108,346,0.269230769230769,0.807692307692308,-0.538461538461539,7,21,5,21,#A2C5E4,#8DB8DE,#90BADF,#EC747E,#C7D2BF,Chicago State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Chicago State performs at a similar level regardless of the pace of the game.
352,Bryant,Bryant 🥶,-11.84732379346,-7.98749098012389,-19.8348147735839,31.0932624915504,25.5544978567582,352,333,66.72561425,302,352,5,341,0.291666666666667,0.541666666666667,-0.25,7,13,6,18,#88B5DC,#A6C8E5,#8EB9DE,#F48A8C,#F4C9A0,Bryant plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Bryant plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
353,Saint Francis (PA),Saint Francis (PA),-8.92493787331933,-11.3099473763933,-20.2348852497127,-14.745652698803,22.5906109110714,339,358,70.91547135,60,353,236,356,0.25,0.791666666666667,-0.541666666666667,6,19,4,20,#A5C7E5,#81B1DA,#8CB7DD,#BFDCD7,#F3CCA4,Saint Francis (PA) performs at a similar level against both good and bad teams.,Saint Francis (PA) performs at a similar level regardless of the pace of the game.
354,South Carolina State,South Carolina State,-13.0041187027382,-7.27946153439497,-20.2835802371332,-14.9517978843591,-14.1688051664773,356,318,70.2709685,91,354,38,361,0.181818181818182,1,-0.818181818181818,4,22,4,18,#7DAED9,#AECDE7,#8BB7DD,#BEDBD7,#D8DBBD,South Carolina State performs at a similar level against both good and bad teams.,South Carolina State performs at a similar level regardless of the pace of the game.
355,Rider,Rider,-9.70545428208795,-10.5920365274854,-20.2974908095733,19.2762211520241,0.744279481387903,344,355,66.41793115,318,355,294,340,0.25,0.708333333333333,-0.458333333333333,6,17,2,22,#9EC3E3,#89B6DD,#8BB7DD,#FFB6AA,#EFE6BB,Rider plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Rider performs at a similar level regardless of the pace of the game.
356,Air Force,Air Force 📉,-12.6272964767217,-7.68360510430286,-20.3109015810245,-43.2665375353523,7.2690132980052,354,322,67.35974035,265,356,181,358,0.153846153846154,0.846153846153846,-0.692307692307692,4,22,3,23,#80B1DA,#A9CAE6,#8BB7DD,#6693BF,#F0DEB4,Air Force plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Air Force performs at a similar level regardless of the pace of the game.
357,VMI,VMI 🥶,-8.36425966531507,-12.0349521043867,-20.3992117697017,40.8198887970725,40.9004745885507,330,359,68.7740076816,183,358,102,333,0.166666666666667,1.04166666666667,-0.875,4,25,3,21,#ABCBE6,#79ACD8,#8BB7DD,#E66575,#F7B790,VMI plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,VMI plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
358,Delaware State,Delaware State 🤕,-15.6023880748101,-5.10950938213724,-20.7118974569474,12.8704285035617,-21.4392833767288,364,288,67.91634745,240,360,56,360,0.19047619047619,1,-0.80952380952381,4,21,3,18,#639ED1,#C6DBEE,#89B6DD,#FFCEBC,#CCD5BE,Delaware State performs at a similar level against both good and bad teams.,Delaware State performs at a similar level regardless of the pace of the game.
359,Louisiana-Monroe,Louisiana-Monroe 💥,-8.777797482619,-12.1899455876206,-20.9677430702396,42.9836909989924,20.2873859801023,335,360,71.2281681,49,357,179,354,0.32,0.88,-0.56,8,22,2,23,#A7C8E5,#77ABD7,#88B5DC,#E35D70,#F3CFA6,Louisiana-Monroe plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Louisiana-Monroe performs at a similar level regardless of the pace of the game.
360,Binghamton,Binghamton 🔒,-11.6469669517733,-9.70257499722,-21.3495419489933,40.8042402252708,1.41308316432921,349,349,67.1862233,279,359,204,359,0.25,0.666666666666667,-0.416666666666667,6,16,2,22,#8AB7DD,#93BCDF,#85B4DB,#E66575,#EFE5BA,Binghamton plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Binghamton performs at a similar level regardless of the pace of the game.
361,Missouri-Kansas City,Missouri-Kansas City 🥶,-14.7072075913065,-7.73032631758418,-22.4375339088907,39.6586062813867,-13.9710341759577,362,325,69.95948335,112,361,303,351,0.173913043478261,0.869565217391304,-0.695652173913043,4,20,1,22,#6CA4D4,#A9C9E6,#7FB0DA,#E86A78,#D8DBBD,Missouri-Kansas City plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Missouri-Kansas City performs at a similar level regardless of the pace of the game.
362,Coppin State,Coppin State 🔥,-13.9261087117289,-8.51186232303925,-22.4379710347681,-74.1414636930432,-69.69504984339,359,341,69.98144345,110,362,188,364,0.192307692307692,1.07692307692308,-0.884615384615385,5,28,5,21,#73A9D6,#A0C4E3,#7FB0DA,#03449E,#7FADC5,Coppin State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Coppin State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
363,Western Illinois,Western Illinois 🥶💥,-14.4906765255028,-10.6948417723296,-25.1855182978324,56.9927892947894,-10.7343997380341,361,356,67.74601335,246,363,238,363,0.125,0.458333333333333,-0.333333333333333,3,11,2,22,#6EA5D5,#88B5DC,#70A6D5,#C02E54,#DDDEBD,Western Illinois plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Western Illinois performs at a similar level regardless of the pace of the game.
364,Gardner-Webb,Gardner-Webb,-12.8923665196067,-13.5367877245267,-26.4291542441333,21.8451292818014,-19.944135678975,355,364,71.29812215,41,364,247,362,0.12,1.16,-1.04,3,29,1,24,#7EAFD9,#68A2D3,#69A2D3,#FFACA3,#CFD6BE,Gardner-Webb plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Gardner-Webb performs at a similar level regardless of the pace of the game.
